Clinique_Article,BaseCahpp_Article,cip_match,ucd_match,idt_match,Clinique_IDT,Clinique_CIP,Clinique_UCD,CAHPP_IDT,CAHPP_CIP,CAHPP_CIP13,CAHPP_UCD,CAHPP_UCD13
14947lormetazepam 1 mg arrow cpr séc,LORMETAZEPAM ARROW 1 MG BOITE DE 14 COMPRIMES SECABLES CONDITIONNEMENT UNITAIRE (+ DATAMATRIX),1,1,1,309609,3400927567070,3400893979679,309609,2756707,3400927567070,9397967,3400893979679
14948lormetazepam 2 mg arrow cpr séc,LORMETAZEPAM ARROW 2 MG BOITE DE 14 COMPRIMES SECABLES CONDITIONNEMENT UNITAIRE (+ DATAMATRIX),1,1,1,309610,3400927567131,3400893979730,309610,2756713,3400927567131,9397973,3400893979730
13684bromazepam 15 mg arrow cpr,"BROMAZEPAM ARROW 1,5 MG BOITE DE 120 COMPRIMES CONDITIONNEMENT UNITAIRE (+ DATAMATRIX)",1,1,1,323016,3400927713972,3400893994696,323016,2771397,3400927713972,9399469,3400893994696
14188hydroxyzine 25 mg arrow cpr séc,HYDROXYZINE ARROW 25 MG BOITE DE 30 COMPRIMES PELLICULES SECABLES CUH,0,1,1,333593,3400927899195,3400894044895,333593,2789960,3400927899607,9404489,3400894044895
14929acide folique 5 mg arrow cpr,ACIDE FOLIQUE ARROW 5 MG BOITE DE 20 COMPRIMES CONDITIONNEMENT UNITAIRE (+ DATAMATRIX ),1,1,1,352373,3400941602849,3400893720516,352373,4160284,3400941602849,9372051,3400893720516
21109metformine 500 mg arrow generiques cpr flacon pda,METFORMINE ARROW LAB  500 MG  FLACON DE 90 COMPRIMES PELLICULES VRAC POUR PDA,1,0,1,353196,3400930060988,3400893701416,353196,3006098,3400930060988,9337215,3400893372159
21110risperidone 1 mg arrow lab cpr séc,RISPERIDONE  ARROW LAB 1 MG FLACON DE 60 COMPRIMES PELLICULES SECABLES VRAC POUR PDA,1,1,1,353204,3400938178593,3400893085158,353204,3817859,3400938178593,9308515,3400893085158
21112risperidone 2 mg arrow lab cpr séc,RISPERIDONE  ARROW LAB 2 MG FLACON DE 60 COMPRIMES PELLICULES SECABLES VRAC POUR PDA,1,1,1,353205,3400938178715,3400893085219,353205,3817871,3400938178715,9308521,3400893085219
18810linezolide 600 mg arrow cpr,LINEZOLIDE ARROW  600 MG BOITE DE 10 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,379849,3400930061275,3400894179771,379849,3006127,3400930061275,9417977,3400894179771
20822valganciclovir 450 mg arrow cpr,VALGANCICLOVIR  ARROW 450 MG BOITE DE 60 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,380059,3400930008966,3400894203186,380059,3000896,3400930008966,9420318,3400894203186
22464bosentan 125 mg arrow cpr,BOSENTAN ARROW 125 MG BOITE DE 56 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,1,1,1,397727,3400930073209,3400894222118,397727,3007320,3400930073209,9422211,3400894222118
23502rosuvastatine 5 mg arrow cpr,ROSUVASTATINE ARROW  5 MG BOITE DE 90 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,0,1,1,403671,-,3400894247760,403671,3007243,3400930072431,9424776,3400894247760
23503rosuvastatine 10 mg arrow cpr,ROSUVASTATINE ARROW 10 MG BOITE DE 90 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE,0,1,1,403672,-,3400894247470,403672,3007260,3400930072608,9424747,3400894247470
21717ivabradine 5 mg arrow cpr séc,IVABRADINE ARROW 5 MG BOITE DE 56 COMPRIMES PELLICULES SECABLES CONDITIONNEMENT UNITAIRE,1,1,1,463292,3400930112038,3400894313458,463292,3011203,3400930112038,9431345,3400894313458
21718ivabradine 75 mg arrow cpr,"IVABRADINE ARROW 7,5 MG BOITE DE 56 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE",1,1,1,463293,3400930112090,3400894313519,463293,3011209,3400930112090,9431351,3400894313519
21719tenofovir disoproxil 245 mg arrow cpr,TENOFOVIR DISOPROXIL ARROW 245 MG BOITE DE 30 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,466601,3400930096284,3400894294146,466601,3009628,3400930096284,9429414,3400894294146
24077aprepitant 80 mg arrow gélule,APREPITANT ARROW    80 MG BOITE DE 5 GELULES  CONDITIONNEMENT UNITAIRE,1,1,1,513655,3400955061922,3400894457268,513655,5506192,3400955061922,9445726,3400894457268
24078aprepitant 125 mg arrow gélule,APREPITANT ARROW  125 MG BOITE DE 5 GELULES  CONDITIONNEMENT UNITAIRE,1,1,1,513656,3400955061946,3400894456957,513656,5506194,3400955061946,9445695,3400894456957
24079zopiclone 375 mg arrow lab cpr,"ZOPICLONE ARROW LAB 3,75 MG BOITE DE 60 COMPRIMES PELLICULES CONDITIONNEMENT UNITAIRE",1,1,1,513674,3400955057154,3400894426790,513674,5505715,3400955057154,9442679,3400894426790
4864fenofibrate 160 mg arrow cpr,FENOFIBRATE ARROW 160 MG BOITE DE 90 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,173294,3400937283571,3400892855479,173294,3728392,3400937283922,9285547,3400892855479
5359ephedrine 30 mg10 ml aguettant sol inj srg,EPHEDRINE AGUETTANT 3MG/ML SOLUTION INJECTABLE BOITE DE 10 SERINGUE PRE-REMPLIE DE 10 ML,0,1,1,112234,3400957584344,3400893384565,112234,5757179,3400957571795,9338456,3400893384565
0000255atropine sulfate 025 mg1 ml aguettant sol inj amp,ATROPINE AGUETTANT 0.25 MG / 1 ML BOITE DE  10 AMPOULES,1,1,1,128526,3400937013413,3400892810065,128526,3701341,3400937013413,9281006,3400892810065
54calcium gluconate 10 sol inj amp 10 ml proamp,CALCIUM GLUCONATE AGUETTANT 10 %  10ML AMP PROAMP BOITE DE  50 AMPOULES,1,1,1,128529,3400957057169,3400892999340,128529,5705716,3400957057169,9299934,3400892999340
55glucose 10 sol inj amp 10 ml proamp,GLUCOSE AGUETTANT 10 % 10ML AMP APP BOITE DE  50 AMPOULES BOUTEILLES,1,1,1,128534,3400937174312,3400892812717,128534,3717431,3400937174312,9281271,3400892812717
56glucose 30 sol pr perf amp 10 ml proamp,GLUCOSE AGUETTANT 30 % 10ML AMP APP BOITE DE  50 AMPOULES BOUTEILLES,1,1,1,128535,3400937174770,3400892812885,128535,3717477,3400937174770,9281288,3400892812885
17134glucose 5 sol inj amp 20 ml proamp,GLUCOSE AGUETTANT  5 % 20ML AMP APP  BOITE DE  20 AMPOULES BOUTEILLES,1,1,1,128537,3400937173889,3400892813028,128537,3717388,3400937173889,9281302,3400892813028
57magnesium sulfate 15 g10 ml sol inj amp proamp,MAGNESIUM SULFATE AGUETTANT 15 %  10ML  BOITE DE  50 AMPOULES BOUTEILLES,1,1,1,128538,3400937173070,3400892814438,128538,3717307,3400937173070,9281443,3400892814438
20114potassium chlorure 1 g10 ml sol à diluer pr perf amp proamp,POTASSIUM CHLORURE AGUETTANT 10% 10ML AMP APP BOITE DE  50 AMPOULES,0,1,1,128541,3400856654193,3400892691527,128541,5665419,3400956654192,9269152,3400892691527
877sodium chlorure 10 sol à diluer pr perf amp 10 ml proamp,SODIUM CHLORURE AGUETTANT 10 % 10ML AMP APP BOITE DE  50 AMPOULES,1,1,1,128545,3400936695191,3400892761817,128545,3669519,3400936695191,9276181,3400892761817
75naloxone 04 mg1 ml aguettant sol inj amp,NALOXONE AGUETTANT 0.4MG 1ML BOITE DE  10 AMPOULES,1,1,1,128676,3400936863866,3400892749860,128676,3686386,3400936863866,9274986,3400892749860
19446lidocaine prilocaine 5 aguettant crème tube 5 g,LIDOCAINE PRILOCAINE AGUETTANT 5% CREME   5 G BOITE DE  5 TUBES,1,1,1,128677,3400956729166,3400892777955,128677,5672916,3400956729166,9277795,3400892777955
663nicardipine 10 mg10 ml aguettant sol inj amp,NICARDIPINE AGUETTANT  10MG 10ML INJECTABLE ABT BOITE DE 10 AMPOULES,1,1,1,138985,3400957009083,3400892907031,138985,5700908,3400957009083,9290703,3400892907031
373valproate de sodium 400 mg4 ml aguettant sol inj amp,VALPROATE DE SODIUM AGUETTANT 400 MG 4ML ABT BOITE DE 10 AMPOULES,1,1,1,162439,3400937857574,3400892983202,162439,3785757,3400937857574,9298320,3400892983202
14708vit pp 100 mg2 ml aguettant sol inj amp,VITAMINE PP  AGUETTANT 100 MG/2ML SOLUTION INJECTABLE BOITE DE 10 AMPOULES,1,1,1,237115,3400938551563,3400893128183,237115,3855156,3400938551563,9312818,3400893128183
77phocytan 066 mmolml sol à diluer pr perf amp 10 ml,"PHOCYTAN 0,66 MMOL / ML  10 ML BOITE DE 50  AMPOULES PLASTIQUES",1,1,1,261129,3400922028606,3400893826706,261129,2202860,3400922028606,9382670,3400893826706
127droperidol 25 mg1 ml aguettant sol inj iv amp,"DROPERIDOL AGT 2,5MG/ML SOL INJ 1ML BOITE DE 10 AMP",1,1,1,266027,3400958404955,3400893905050,266027,5840495,3400958404955,9390505,3400893905050
9450ephedrine 30 mg1 ml aguettant sol inj amp,EPHEDRINE AGUETTANT 30 MG 10 ML  BOITE DE 10 AMPOULES PLASTIQUES,1,1,1,272584,3400956390205,3400892428451,272584,5843507,3400958435072,9391568,3400893915684
11962lidocaine adrenaline 100 mg005 mg10 ml aguettant sol inj amp,LIDOCAINE ADRENALINE AGUETTANT 100 MG / 10 ML BOITE DE 10 AMPOULES VERRE,0,1,1,272730,3400958433931,3400893916407,272730,5843393,3400930276495,9391640,3400893916407
11964lidocaine adrenaline 200 mg005 mg10 ml aguettant sol inj amp,LIDOCAINE ADRENALINE 200 MG / 10 ML BOITE DE 10 AMPOULES VERRE,0,1,1,272731,3400958434471,3400893916575,272731,5843447,3400930276488,9391657,3400893916575
19458atropine sulfate 1 mg5 ml aguettant sol inj srg,ATROPINE 1 MG SERINGUE PREREMPLIE DE 5 ML BOITE DE  10 SERINGUES,1,1,1,274423,3400926970574,3400893934845,274423,2697057,3400926970574,9393484,3400893934845
13246lidocaine prilocaine 5 aguettant dispositif cutané,LIDOCAINE PRILOCAINE AGUETTANT 5% PATCH BOITE DE 20,1,1,1,309532,3400958573897,3400893973295,309532,5857389,3400958573897,9397329,3400893973295
15063atropine sulfate 05 mg5 ml aguettant sol inj srg,"ATROPINE AGUETTANT 0,5 MG SERINGUE PRE REMPLIE 5 ML BOITE DE  10 SERINGUES",1,1,1,323871,3400927665806,3400893987605,323871,2766580,3400927665806,9398760,3400893987605
16984lidocaine 200 mg10 ml ss conserv aguettant sol inj amp,LIDOCAINE AGUETTANT  200 MG / 10 ML BOITE DE  10 AMPOULES POLYPROPYLENE,1,1,1,334200,3400927723049,3400893986592,334200,2772304,3400927723049,9398659,3400893986592
21539vit pp 500 mg5 ml aguettant sol inj amp,VITAMINE PP  AGUETTANT 500 MG/5ML SOLUTION INJECTABLE BOITE DE 10 AMPOULES,0,1,1,375429,3400830042107,3400894158431,375429,3004210,3400930042106,9415843,3400894158431
22519junimin sol à diluer pr perf amp 10 ml,JUNIMIN SOLUTION A DILUER POUR PERFUSION AMPOULE DE 10 ML BOITE DE 10,1,1,1,398191,3400930087718,3400894242567,398191,3008771,3400930087718,9424256,3400894242567
23545acide tranexamique 500 mg5 ml aguettant sol inj amp,ACIDE TRANEXAMIQUE  500 MG / 5 ML SOLUTION INJECTABLE BOITE DE 10 AMPOULES,1,1,1,421599,3400930125519,3400894332329,421599,3012551,3400930125519,9433232,3400894332329
11083eliquis 25 mg cpr,"ELIQUIS 2,5 MG BOITE DE 60 COMPRIMES CONDITIONNEMENT UNITAIRE",1,1,1,259638,3400941945731,3400893725719,259638,4194573,3400941945731,9372571,3400893725719
14925eliquis 5 mg cpr,ELIQUIS 5 MG BOITE DE 100 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,274678,3400958380730,3400893887738,274678,5838073,3400958380730,9388773,3400893887738
16182opdivo 40 mg4 ml sol à diluer pr perf flac,OPDIVO (NIVOLUMAB) 10 MG/ML  40MG SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON VERRE,1,1,1,356177,3400955005797,3400894094692,356177,5500579,3400955005797,9409469,3400894094692
16181opdivo 100 mg10 ml sol à diluer pr perf flac,OPDIVO (NIVOLUMAB) 10 MG/ML 100MG SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON VERRE,1,1,1,356178,3400955005803,3400894094524,356178,5500580,3400955005803,9409452,3400894094524
23712opdivo 240 mg24 ml sol à diluer pr perf flac,OPDIVO (NIVOLUMAB) 10 MG/ML  240MG SOLUTION A DILUER POUR PERFUSION BOITE DE 1 FLACON VERRE 24ML,1,1,1,506548,3400955055570,3400894389798,506548,5505557,3400955055570,9438979,3400894389798
8230oxynorm 200 mg20 ml sol inj amp,OXYNORM  10MG/ML 20 ML BOITE DE 4 AMPOULES,1,1,1,206316,3400939231716,3400893314777,206316,3923171,3400939231716,9331477,3400893314777
8292oxynormoro 20 mg cpr orodispersible,OXYNORMORO 20MG BOITE DE 14 COMPRIMES ORODISPERSIBLES CONDITIONNEMENT UNITAIRE,1,1,1,206320,3400938042887,3400893113806,206320,3804288,3400938042887,9311380,3400893113806
24793oxsynia lp 15 mg75 mg cpr à libération prolongée,"OXSYNIA LP 15MG/7,5MG BOITE DE 28 COMPRIMES",1,1,1,489226,3400930132173,3400894354499,489226,3013217,3400930132173,9435449,3400894354499
24795oxsynia lp 20 mg10 mg cpr à libération prolongée,OXSYNIA LP 20MG/10MG BOITE DE 28 COMPRIMES,1,1,1,489227,3400930132074,3400894354611,489227,3013207,3400930132074,9435461,3400894354611
8111hec pommade pr appli cutanée et nasale tube 25 g,HEC   25 GR POMMADE NASALE ET DERMIQUE BOITES DE 10 TUBES,1,1,1,42816,3400930470312,3400890413831,42816,3047031,3400930470312,9041383,3400890413831
11104carteol lp 1 collyre à libération prolongée flac 3 ml,CARTEOL LP  1 % 3 ML COLLYRE BOITE DE 10 FLACONS,1,1,1,80110,3400935788924,3400892389097,80110,3578892,3400935788924,9238909,3400892389097
7711carteol lp 2 collyre à libération prolongée récipient unidose 02 ml,"CARTEOL LP  2 %   0,2 ML BOITE DE   30 UNIDOSES",1,1,1,89433,3400936009011,3400892470443,89433,3600901,3400936009011,9247044,3400892470443
9064dacryoserum sol pr lavage ophtalmique récipient unidose 5 ml,DACRYOSERUM  BOITES  DE 20 UNIDOSES,1,1,1,39938,3400934732652,3400892101309,39938,3473265,3400934732652,9210130,3400892101309
10186mag 2 122 mg ss sucre sol buv amp 10 ml,MAG 2 SANS SUCRE EDULCOREE SACCHARINE SOLUTION BUVABLE  BOITE DE 30 AMPOULES,1,1,1,247006,3400936382237,3400893537923,247006,3638223,3400936382237,9353792,3400893537923
16750methadone chlorhydrate 20 mg aphp sirop récipient unidose 15 ml,CHLORYDRATE DE METHADONE APHP   20 MG   15 ML BOITE DE   70 FLACONS,1,1,1,84459,3400933894412,3400891715651,84459,3389441,3400933894412,9171565,3400891715651
16637methadone chlorhydrate 5 mg aphp sirop récipient unidose 375 ml,CHLORHYDRATE DE METHADONE 5 MG 3.75 ML BOITE DE 70 FLACONS,1,1,1,164043,3400933894580,3400891715712,164043,3389458,3400933894580,9171571,3400891715712
6879methadone 10 mg aphp gélule,CHLORYDRATE DE METHADONE APHP   1 MG     BOITE DE   7 GELULES,1,1,1,266118,3400937914857,3400893101568,266118,3791462,3400937914628,9310133,3400893101339
15604methadone 20 mg aphp gélule,CHLORYDRATE DE METHADONE APHP   20 MG     BOITE DE   7 GELULES,1,1,1,266119,3400937914918,3400893101629,266119,3791491,3400937914918,9310162,3400893101629
18059methadone 40 mg aphp gélule,CHLORYDRATE DE METHADONE APHP   40 MG     BOITE DE   7 GELULES,1,1,1,266120,3400938050813,3400893101797,266120,3805081,3400938050813,9310179,3400893101797
16635methadone 5 mg aphp gélule,CHLORYDRATE DE METHADONE APHP   5 MG     BOITE DE   7 GELULES,1,1,1,266121,3400937914796,3400893101858,266121,3791479,3400937914796,9310185,3400893101858
9262lercapress 20 mg10 mg cpr,LERCAPRESS 20/10 MG BOITE DE 90 COMPRIMES,1,1,1,517108,3400938737578,3400893312186,517108,3873757,3400938737578,9331218,3400893312186
21823nicopass menthe fraicheur 25 mg ss sucre pastille,"NICOPASS 2,5 MG MENTHE FRAICHEUR BOITE DE 96 PASTILLES",0,1,1,206326,3400938729993,3400893264188,206326,3873071,3400938730715,9326418,3400893264188
809tanganil 500 mg cpr,TANGANIL GE 500 MG BOITE DE 60 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,247851,3400924401032,3400893948972,247851,2740103,3400927401039,9394897,3400893948972
811tardyferon 80 mg cpr,TARDYFERON 80 MG BOITE DE 100 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,247852,3400933518004,3400891555080,247852,5791704,3400957917043,9155508,3400891555080
3837trileptal 60 mgml susp buv flac 250 ml,TRILEPTAL  60 MG / ML  250 ML BOITE DE    1 FLACON,1,1,1,89340,3400935790125,3400892495866,89340,3579012,3400935790125,9249586,3400892495866
10191exforge 10 mg160 mg cpr,EXFORGE 10 MG /160 MG BOITE DE 30 CP,1,1,1,162506,3400937818193,3400892958187,162506,3781819,3400937818193,9295818,3400892958187
10857onbrez breezhaler 150 ug pdr pr inhal en gélule,ONBREZ BREEZHALER 150?G INHALATEUR BOITE DE 10 GELULES,0,1,1,247535,3400939982236,3400893604441,247535,3998217,3400939982175,9360444,3400893604441
9099onbrez breezhaler 300 ug pdr pr inhal en gélule,ONBREZ BREEZHALER 300?G INHALATEUR BOITE DE 10 GELULES,0,1,1,247536,3400939982526,3400893604502,247536,3998246,3400939982465,9360450,3400893604502
13833seebri breezhaler 44 ug pdr pr inhal en gélule,SEEBRI BREEZHALER 44?G ADULTE BOITE DE 10 GELULES + INHALATEUR,1,1,1,322924,3400930021026,3400893998540,322924,3002102,3400930021026,9399854,3400893998540
14761ultibro breezhaler 85 ug43 ug pdr pr inhal en gélule,ULTIBRO BREEZHALER 85/43?G INHALATEUR BOITE DE 10 GELULES,0,1,1,335764,-,3400893964361,335764,3003880,3400930038802,9396436,3400893964361
18188entresto 24 mg26 mg cpr,ENTRESTO 24 MG / 26 MG BOITE DE 28 COMPRIMES,1,1,1,358124,3400930037904,3400894127734,358124,3003790,3400930037904,9412773,3400894127734
781humalog mix 50 100 iuml susp inj stylo 3 ml kwikpen,HUMALOG MIX 50 KWIKPEN 100 UI/ML BOITE DE 5 STYLOS,1,1,1,212097,3400938511123,3400893176030,212097,3851112,3400938511123,9317603,3400893176030
0000782humalog 100 iuml sol inj stylo 3 ml kwikpen,HUMALOG KWIKPEN 100 UI/ML BOITE DE 5 STYLOS,1,1,1,212098,3400938510980,3400893176269,212098,3851098,3400938510980,9317626,3400893176269
17618humalog 200 iuml sol inj stylo 3 ml kwikpen,HUMALOG KWIKPEN 200 UI/ML BOITE DE 5 STYLOS PREREMPLI DE 3 ML,0,1,1,356837,3400830000855,3400894064596,356837,3000085,3400930000854,9406459,3400894064596
17507abasaglar 100 uml sol inj stylo 3 ml kwikpen,ABASAGLAR 100 UI/ML (1-80UI) 3 ML SOLUTION INJECTABLE STYLO PREREMPLI KWIKPEN BOITE DE 5,0,1,1,361375,3400930016213,3400894179313,361375,3004007,3400930040072,9417931,3400894179313
17539trulicity 15 mg05 ml sol inj stylo,"TRULICITY  1,5 MG/0,5ML SOLUTION INJECTABLE EN STYLO PRE-REMPLI BOITE DE 4",1,1,1,361386,3400930003763,3400894121060,361386,3000376,3400930003763,9412106,3400894121060
18708carboplatine 600 mg60 ml teva sol pr perf flac,CARBOPLATINE TEVA 600MG / 60ML BOITE DE    1 FLACON,1,1,1,115312,3400956535286,3400892596914,115312,5653528,3400956535286,9259691,3400892596914
21253oxaliplatine 200 mg40 ml teva sol à diluer pr perf flac,OXALIPLATINE TEVA  200 MG / 40 ML BOITE DE 1 FLACON,1,1,1,172125,3400957323929,3400893169926,172125,5732392,3400957323929,9316992,3400893169926
16641propranolol 40 mg teva cpr séc,PROPRANOLOL 40 MG TEVA BOITE DE 50 COMPRIMES SECABLES,1,1,1,321253,3400933569969,3400891578263,321253,3356996,3400933569969,9157826,3400891578263
18416cabergoline 05 mg teva cpr,"CABERGOLINE TEVA  0,5 MG  BOITE DE 1 FLACON DE 8 COMPRIMES",1,1,1,389487,3400938503548,3400893190517,389487,3850354,3400938503548,9319051,3400893190517
19461furosemide 500 mg teva cpr séc,FUROSEMIDE TEVA 500 MG BOITE DE 30 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,390926,3400841626624,3400893753972,390926,4162662,3400941626623,9375397,3400893753972
15172escitalopram 5 mg teva cpr,ESCITALOPRAM TEVA  5 MG BOITE DE 28 COMPRIMES CONDITIONNEMENT UNITAIRE,0,1,1,392897,-,3400894018063,392897,2773864,3400927738647,9401806,3400894018063
18778escitalopram 10 mg teva cpr séc,ESCITALOPRAM TEVA 10 MG BOITE DE 28 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,392898,3400927738708,3400894017752,392898,2773870,3400927738708,9401775,3400894017752
18779escitalopram 20 mg teva cpr séc,ESCITALOPRAM TEVA 20 MG BOITE DE 28 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,392900,3400927738937,3400894017981,392900,2773893,3400927738937,9401798,3400894017981
20360diazepam 5 mg teva cpr,DIAZEPAM TEVA 5 MG BOITE DE 40 COMPRIMES,1,1,1,402271,3400932530908,3400891471243,402271,3253090,3400932530908,9147124,3400891471243
23552voriconazole 50 mg teva cpr,VORICONAZOLE TEVA   50 MG  BOITE DE 56 COMPRIMES PELICULLES CONDITIONNEMENT UNITAIRE,1,1,1,419015,3400930059166,3400894199823,419015,3005916,3400930059166,9419982,3400894199823
17996adrigyl 10 000 iuml sol buv en gouttes flac 10 ml,ADRIGYL 10 000 UI/ML SOLUTION BUVABLE EN GOUTTES BOITE DE 1 FLACON DE 10 ML,1,1,1,477450,3400934423079,3400893601198,477450,3442307,3400934423079,9360119,3400893601198
19811caspofungine 50 mg ohre pharma pdr pr sol à diluer pr perf,CASPOFUNGINE STRAGEN 50 MG IV  POUDRE POUR PERFUSION - BOITE DE  1 FLACON,1,1,1,397564,3400930084427,3400894258476,397564,3008442,3400930084427,9425847,3400894258476
19812caspofungine 70 mg ohre pharma pdr pr sol à diluer pr perf,CASPOFUNGINE STRAGEN 70 MG IV  POUDRE POUR PERFUSION - BOITE DE  1 FLACON,1,1,1,397565,3400930084434,3400894258537,397565,3008443,3400930084434,9425853,3400894258537
7835celestene 005 sol buv en gouttes flac 30 ml,CELESTENE ORAL 30 ML/50MG  1 FLACON,1,1,1,42927,3400930195086,3400890173445,42927,3019508,3400930195086,9017344,3400890173445
16649nexplanon 68 mg implant,NEXPLANON 68 MG  BOITE DE 1 IMPLANT,0,1,1,81025,3400835154430,3400892228488,81025,3515443,3400935154439,9222848,3400892228488
13774fosamax 70 mg cpr,FOSAMAX 70 MG  BOITE DE 4 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,81870,3400935956378,3400892407111,81870,3595637,3400935956378,9240711,3400892407111
280remicade 100 mg pdr pr sol à diluer pr perf,REMICADE  100 MG BOITE DE 1 FLACON,1,1,1,82674,3400956207015,3400892137377,82674,5620701,3400956207015,9213737,3400892137377
6856invanz 1 g pdr pr sol à diluer pr perf,INVANZ 1 GR IV BOITE DE  1 FLACON,0,1,1,99939,3400935954428,3400892505725,99939,5649165,3400956491650,9250572,3400892505725
767emend 125 mg gélule,EMEND 125 MG BOITE DE 5 GELULES CONDITIONNEMENT UNITAIRE,1,1,1,104081,3400956493142,3400892580593,104081,5649314,3400956493142,9258059,3400892580593
768emend 80 mg gélule,EMEND   80 MG BOITE DE 5 GELULES CONDITIONNEMENT UNITAIRE,0,1,1,104083,3400936350700,3400892580715,104083,5649308,3400956493081,9258071,3400892580715
3811ezetrol 10 mg cpr,EZETROL 10 MG BOITE DE   50 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,117677,3400956810970,3400892500003,117677,5681097,3400956810970,9250000,3400892500003
7530inegy 10 mg40 mg cpr,INEGY 10 MG / 40 MG  BOITE DE 50 COMPRIMES CONDITIONNEMENT UNITAIRE,1,1,1,128759,3400956714087,3400892778785,128759,5671408,3400956714087,9277878,3400892778785
8740noxafil 40 mgml susp buv flac 105 ml,NOXAFIL SOLUTION BUVABLE 40 MG / ML  105 ML  BOITE DE 1 FLACON,1,1,1,136835,3400937023986,3400892799667,136835,3702398,3400937023986,9279966,3400892799667
6858isentress 400 mg cpr,ISENTRESS 400 MG  BOITE DE 60 COMPRIMES PELLICULES,1,1,1,164273,3400938308488,3400893038772,164273,3830848,3400938308488,9303877,3400893038772
